Child Unique ID,Gender,Ethnicity,Date of Birth,Age,Date of Contact,Contact Source,Unaccompanied Asylum Seeking Child (UASC) within the Last 12 Months (Y/N)),LA of Placement,Allocated Team
6443328,a) Male,a) WBRI,2010-03-27 00:00:00,10.97056810403833,2020-09-16 00:00:00,q) 6: Police,b) No,Other Town 2,Children in Care Team 2
180519,b) Female,j) AIND,2013-10-24 00:00:00,7.392197125256674,2020-09-16 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 1
6433333,a) Male,a) WBRI,2005-11-12 00:00:00,15.340177960301164,2020-09-16 00:00:00,s) 8: Other,b) No,Home Town,Children in Care Team 2
6431527,a) Male,a) WBRI,2011-09-29 00:00:00,9.462012320328542,2020-09-16 00:00:00,q) 6: Police,b) No,Other Town 5,Children in Care Team 1
7260753,a) Male,a) WBRI,2017-05-25 00:00:00,3.808350444900753,2020-09-16 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 4
8679555,b) Female,a) WBRI,2015-12-31 00:00:00,5.207392197125257,2020-09-16 00:00:00,m) 4: Housing,b) No,Other Town 2,Children in Care Team 2
11139113,b) Female,a) WBRI,2002-11-28 00:00:00,18.297056810403834,2020-09-16 00:00:00,q) 6: Police,b) No,Other Town 6,Children in Care Team 4
9650321,b) Female,a) WBRI,2004-04-28 00:00:00,16.88158795345654,2020-09-16 00:00:00,q) 6: Police,b) No,#N/A,Children in Care Team 2
7108416,b) Female,f) MWBC,2010-08-27 00:00:00,10.55167693360712,2020-09-16 00:00:00,e) 2A: Schools,b) No,#N/A,Children in Care Team 2
6476963,a) Male,a) WBRI,2017-12-10 00:00:00,3.263518138261465,2020-09-16 00:00:00,j) 3D: Health services,b) No,Home Town,Children in Care Team 2
11992268,b) Female,a) WBRI,2012-12-29 00:00:00,8.210814510609172,2020-09-16 00:00:00,q) 6: Police,b) No,Other Town 4,Children in Care Team 3
12633957,a) Male,,2004-06-14 00:00:00,16.752908966461327,2020-09-16 00:00:00,r) 7: Other legal agency,b) No,Other Town 4,Children in Care Team 4
1483757,a) Male,s) NOBT,2010-10-31 00:00:00,10.373716632443532,2020-09-16 00:00:00,*Check data quality,b) No,Other Town 5,Children in Care Team 1
15164250,b) Female,s) NOBT,2003-04-15 00:00:00,17.919233401779604,2020-09-16 00:00:00,r) 7: Other legal agency,b) No,Other Town 2,Children in Care Team 4
6547707,a) Male,s) NOBT,2005-02-24 00:00:00,16.05475701574264,2020-09-16 00:00:00,o) 5B: LA services,b) No,Home Town,Children in Care Team 3
1591416,a) Male,k) APKN,2005-04-17 00:00:00,15.912388774811772,2020-09-16 00:00:00,q) 6: Police,b) No,Other Town 2,Children in Care Team 4
10132192,a) Male,a) WBRI,2002-08-19 00:00:00,18.573579739904176,2020-09-16 00:00:00,q) 6: Police,b) No,Other Town 7,Children in Care Team 2
9425795,a) Male,a) WBRI,2012-04-12 00:00:00,8.92539356605065,2020-09-16 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 3
12492152,a) Male,j) AIND,2010-08-25 00:00:00,10.557152635181383,2020-09-16 00:00:00,s) 8: Other,b) No,#N/A,Children in Care Team 2
2758860,c) Not stated/recorded,i) MOTH,2019-04-07 00:00:00,1.9411362080766599,2020-09-16 00:00:00,q) 6: Police,b) No,Other Town 5,Children in Care Team 1
3246643,b) Female,k) APKN,2020-01-10 00:00:00,1.1800136892539357,2020-09-16 00:00:00,j) 3D: Health services,b) No,Other Town 4,Children in Care Team 2
9766082,b) Female,s) NOBT,2018-06-17 00:00:00,2.746064339493498,2020-09-16 00:00:00,k) 3E: Health services,b) No,Home Town,Children in Care Team 3
10459126,a) Male,s) NOBT,2021-01-05 00:00:00,0.19164955509924708,2020-09-16 00:00:00,j) 3D: Health services,b) No,Home Town,Children in Care Team 3
12515576,a) Male,k) APKN,2006-01-03 00:00:00,15.197809719370294,2020-09-16 00:00:00,*Check data quality,b) No,#N/A,Children with Disabilities Team
4100887,b) Female,a) WBRI,2004-08-02 00:00:00,16.618754277891856,2020-09-16 00:00:00,k) 3E: Health services,b) No,#N/A,Children in Care Team 2
6846510,a) Male,s) NOBT,2019-06-15 00:00:00,1.7522245037645447,2020-09-16 00:00:00,q) 6: Police,b) No,#N/A,Children in Care Team 2
1956551,b) Female,s) NOBT,2017-10-01 00:00:00,3.455167693360712,2020-09-16 00:00:00,o) 5B: LA services,b) No,Other Town 8,Children in Care Team 2
8031986,b) Female,a) WBRI,2018-05-08 00:00:00,2.855578370978782,2020-09-16 00:00:00,a) 1A: Individual,b) No,Other Town 5,Children in Care Team 3
15650851,a) Male,a) WBRI,2021-01-05 00:00:00,0.19164955509924708,2020-09-16 00:00:00,s) 8: Other,b) No,Other Town 2,Locality 1 Unit 2
13358412,a) Male,k) APKN,2019-12-19 00:00:00,1.2402464065708418,2020-09-16 00:00:00,q) 6: Police,b) No,#N/A,Locality 1 Unit 2
7672527,b) Female,a) WBRI,2020-06-06 00:00:00,0.7748117727583846,2020-09-16 00:00:00,j) 3D: Health services,b) No,Home Town,Children in Care Team 2
3700171,a) Male,k) APKN,2012-12-16 00:00:00,8.24640657084189,2020-09-17 00:00:00,r) 7: Other legal agency,b) No,#N/A,Children in Care Team 3
10234226,b) Female,a) WBRI,2012-02-24 00:00:00,9.05681040383299,2020-09-17 00:00:00,q) 6: Police,b) No,#N/A,Locality 2 Unit 1
14159183,a) Male,a) WBRI,2017-05-05 00:00:00,3.863107460643395,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 4
16106712,b) Female,a) WBRI,2004-04-20 00:00:00,16.903490759753595,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 2,Children with Disabilities Team
5896676,a) Male,a) WBRI,2020-07-08 00:00:00,0.6872005475701575,2020-09-17 00:00:00,b) 1B: Individual,b) No,Other Town 2,Children in Care Team 3
13843073,b) Female,a) WBRI,2010-06-11 00:00:00,10.76249144421629,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 2,Locality 1 Unit 2
15436241,a) Male,k) APKN,2010-04-11 00:00:00,10.929500342231348,2020-09-17 00:00:00,o) 5B: LA services,b) No,#N/A,Children in Care Team 2
5442856,a) Male,a) WBRI,2014-11-15 00:00:00,6.33264887063655,2020-09-17 00:00:00,f) 2B: Education services,b) No,Other Town 9,Children in Care Team 1
5176355,b) Female,a) WBRI,2011-01-27 00:00:00,10.132785763175907,2020-09-17 00:00:00,*Check data quality,b) No,Other Town 10,Children in Care Team 4
16330487,a) Male,s) NOBT,2003-02-03 00:00:00,18.11362080766598,2020-09-17 00:00:00,t) 9: Anonymous,b) No,#N/A,Children in Care Team 2
5534613,a) Male,s) NOBT,2013-04-24 00:00:00,7.8932238193018485,2020-09-17 00:00:00,a) 1A: Individual,b) No,Home Town,Locality 2 Unit 3
9704647,b) Female,a) WBRI,2020-10-03 00:00:00,0.4490075290896646,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Locality 1 Unit 1
11773773,a) Male,s) NOBT,2003-08-05 00:00:00,17.61259411362081,2020-09-17 00:00:00,j) 3D: Health services,b) No,Other Town 10,Locality 4 Unit 1
7334775,a) Male,a) WBRI,2003-06-07 00:00:00,17.7741273100616,2020-09-17 00:00:00,k) 3E: Health services,b) No,Other Town 10,Locality 4 Unit 1
9150715,b) Female,f) MWBC,2017-07-18 00:00:00,3.6605065023956196,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 10,Locality 4 Unit 1
4913483,b) Female,s) NOBT,2017-06-05 00:00:00,3.7782340862423,2020-09-17 00:00:00,j) 3D: Health services,b) No,Home Town,Children in Care Team 4
14144128,a) Male,s) NOBT,2009-12-20 00:00:00,11.236139630390143,2020-09-17 00:00:00,a) 1A: Individual,b) No,Other Town 2,Locality 1 Unit 2
15887378,a) Male,a) WBRI,2016-08-02 00:00:00,4.618754277891855,2020-09-17 00:00:00,f) 2B: Education services,b) No,Other Town 11,Children in Care Team 2
16184069,a) Male,s) NOBT,2014-07-20 00:00:00,6.655715263518139,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 2,Children in Care Team 4
5466137,b) Female,a) WBRI,2015-03-01 00:00:00,6.0424366872005475,2020-09-17 00:00:00,a) 1A: Individual,b) No,#N/A,Children in Care Team 2
12230866,a) Male,a) WBRI,2014-07-20 00:00:00,6.655715263518139,2020-09-17 00:00:00,f) 2B: Education services,b) No,Other Town 12,Locality 3 Unit 1
12299871,b) Female,j) AIND,2015-05-20 00:00:00,5.823408624229979,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 5,Children in Care Team 1
2527599,b) Female,a) WBRI,2005-10-21 00:00:00,15.40041067761807,2020-09-17 00:00:00,e) 2A: Schools,b) No,Other Town 13,Locality 2 Unit 2
16257951,b) Female,c) WIRT,2013-07-18 00:00:00,7.660506502395619,2020-09-17 00:00:00,j) 3D: Health services,b) No,Other Town 4,Children in Care Team 1
8507309,c) Not stated/recorded,a) WBRI,2015-08-28 00:00:00,5.549623545516769,2020-09-17 00:00:00,t) 9: Anonymous,b) No,#N/A,Children in Care Team 3
8008116,b) Female,s) NOBT,2015-03-03 00:00:00,6.036960985626283,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 2,Children in Care Team 3
14461509,b) Female,a) WBRI,2020-12-25 00:00:00,0.22176591375770022,2020-09-17 00:00:00,o) 5B: LA services,b) No,Other Town 14,Children with Disabilities Team
1258597,b) Female,s) NOBT,2015-06-15 00:00:00,5.752224503764545,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 15,Locality 3 Unit 1
2830651,a) Male,s) NOBT,2014-12-24 00:00:00,6.225872689938399,2020-09-17 00:00:00,s) 8: Other,b) No,Home Town,Children in Care Team 4
9453953,b) Female,,2005-08-13 00:00:00,15.589322381930184,2020-09-17 00:00:00,*Check data quality,b) No,#N/A,Children with Disabilities Team
14623123,b) Female,s) NOBT,2020-09-01 00:00:00,0.5366187542778919,2020-09-17 00:00:00,q) 6: Police,b) No,#N/A,Children in Care Team 3
639656,a) Male,s) NOBT,2011-07-22 00:00:00,9.650924024640657,2020-09-17 00:00:00,r) 7: Other legal agency,b) No,Other Town 8,Children in Care Team 4
10009272,b) Female,a) WBRI,2004-04-20 00:00:00,16.903490759753595,2020-09-17 00:00:00,q) 6: Police,b) No,#N/A,Locality 1 Unit 1
693623,b) Female,d) WOTH,2007-06-04 00:00:00,13.782340862422998,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 3,Children in Care Team 3
5862770,a) Male,n) BCRB,2021-01-18 00:00:00,0.15605749486652978,2020-09-17 00:00:00,t) 9: Anonymous,b) No,Other Town 4,Locality 1 Unit 3
8243190,a) Male,a) WBRI,2009-10-05 00:00:00,11.444216290212184,2020-09-17 00:00:00,j) 3D: Health services,b) No,Home Town,Children in Care Team 2
3833573,a) Male,s) NOBT,2016-04-21 00:00:00,4.900752908966461,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 2
2400755,a) Male,d) WOTH,2008-02-25 00:00:00,13.05407255304586,2020-09-17 00:00:00,*Check data quality,b) No,Other Town 2,Children in Care Team 3
1469684,a) Male,a) WBRI,2010-04-08 00:00:00,10.937713894592745,2020-09-17 00:00:00,j) 3D: Health services,b) No,Other Town 2,Children in Care Team 3
6055780,a) Male,d) WOTH,2015-04-17 00:00:00,5.9137577002053385,2020-09-17 00:00:00,r) 7: Other legal agency,b) No,Home Town,Children in Care Team 4
12639100,b) Female,,2008-03-04 00:00:00,13.032169746748803,2020-09-17 00:00:00,e) 2A: Schools,b) No,Other Town 15,Children with Disabilities Team
11749770,b) Female,a) WBRI,2013-07-31 00:00:00,7.624914442162902,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 2,Children in Care Team 3
8371573,a) Male,s) NOBT,2016-10-02 00:00:00,4.4517453798767965,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Children with Disabilities Team
314399,a) Male,a) WBRI,2012-10-01 00:00:00,8.454483230663929,2020-09-17 00:00:00,m) 4: Housing,b) No,Home Town,Locality 4 Unit 1
10740142,b) Female,,2012-11-09 00:00:00,8.347707049965777,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Locality 4 Unit 1
8228536,b) Female,a) WBRI,2020-10-29 00:00:00,0.37782340862423,2020-09-17 00:00:00,o) 5B: LA services,b) No,Home Town,Children in Care Team 4
7196343,b) Female,s) NOBT,2008-08-16 00:00:00,12.580424366872005,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 4
15759966,b) Female,a) WBRI,2005-01-04 00:00:00,16.194387405886378,2020-09-17 00:00:00,j) 3D: Health services,b) No,Home Town,Locality 2 Unit 3
1983365,b) Female,a) WBRI,2018-12-11 00:00:00,2.2614647501711156,2020-09-17 00:00:00,e) 2A: Schools,b) No,#N/A,Locality 2 Unit 3
13840295,a) Male,f) MWBC,2008-04-07 00:00:00,12.93908281998631,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 2
5352026,b) Female,m) AOTH,2017-03-04 00:00:00,4.032854209445585,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 16,Locality 1 Unit 2
6376396,b) Female,j) AIND,2010-11-24 00:00:00,10.30800821355236,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 4
4972423,b) Female,s) NOBT,2009-06-21 00:00:00,11.734428473648187,2020-09-17 00:00:00,r) 7: Other legal agency,b) No,Home Town,Children in Care Team 4
11224471,b) Female,a) WBRI,2003-11-05 00:00:00,17.360711841204655,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 2,Children in Care Team 2
7063212,a) Male,f) MWBC,2016-08-03 00:00:00,4.616016427104722,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 10,Locality 4 Unit 1
5457558,b) Female,o) BAFR,2010-10-01 00:00:00,10.455852156057494,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 10,Locality 4 Unit 1
7335275,a) Male,a) WBRI,2016-12-09 00:00:00,4.265571526351814,2020-09-17 00:00:00,t) 9: Anonymous,b) No,Home Town,Children in Care Team 4
2152537,a) Male,o) BAFR,2004-07-01 00:00:00,16.706365503080082,2020-09-17 00:00:00,k) 3E: Health services,b) No,Other Town 15,Locality 3 Unit 1
4906090,b) Female,a) WBRI,2011-01-03 00:00:00,10.198494182067078,2020-09-17 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 2
10830642,a) Male,b) WIRI,2003-04-20 00:00:00,17.905544147843944,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 17,Children with Disabilities Team
2192088,b) Female,a) WBRI,2015-04-10 00:00:00,5.932922655715264,2020-09-17 00:00:00,b) 1B: Individual,b) No,Other Town 18,Locality 1 Unit 3
580796,b) Female,d) WOTH,2010-05-23 00:00:00,10.8145106091718,2020-09-17 00:00:00,j) 3D: Health services,b) No,Home Town,Children in Care Team 1
9276844,b) Female,,2017-04-13 00:00:00,3.923340177960301,2020-09-17 00:00:00,q) 6: Police,b) No,Other Town 2,Locality 4 Unit 2
2402734,a) Male,s) NOBT,2015-02-21 00:00:00,6.064339493497604,2020-09-17 00:00:00,e) 2A: Schools,b) No,Other Town 3,Locality 1 Unit 2
1940942,c) Not stated/recorded,a) WBRI,2003-03-17 00:00:00,17.998631074606433,2020-09-17 00:00:00,t) 9: Anonymous,b) No,Home Town,Children with Disabilities Team
3003510,a) Male,s) NOBT,2012-09-19 00:00:00,8.487337440109513,2020-09-18 00:00:00,s) 8: Other,b) No,Home Town,Children in Care Team 1
16121918,a) Male,i) MOTH,2004-08-19 00:00:00,16.57221081451061,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 5,Children in Care Team 4
14804614,b) Female,a) WBRI,2014-07-25 00:00:00,6.6420260095824775,2020-09-18 00:00:00,k) 3E: Health services,b) No,#N/A,Children in Care Team 1
4377044,a) Male,s) NOBT,2020-07-25 00:00:00,0.6406570841889117,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 4,Locality 1 Unit 3
9458453,b) Female,a) WBRI,2015-03-19 00:00:00,5.993155373032169,2020-09-18 00:00:00,j) 3D: Health services,b) No,Home Town,Locality 4 Unit 2
14321982,a) Male,f) MWBC,2020-07-18 00:00:00,0.6598220396988365,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 9,Locality 4 Unit 2
3577185,a) Male,f) MWBC,2013-04-24 00:00:00,7.8932238193018485,2020-09-18 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 2
12960838,a) Male,s) NOBT,2008-12-17 00:00:00,12.243668720054757,2020-09-18 00:00:00,j) 3D: Health services,b) No,Other Town 15,Locality 3 Unit 1
7958121,b) Female,k) APKN,2018-11-05 00:00:00,2.3600273785078714,2020-09-18 00:00:00,*Check data quality,b) No,Home Town,Locality 4 Unit 2
5723690,a) Male,k) APKN,2020-09-22 00:00:00,0.4791238877481177,2020-09-18 00:00:00,q) 6: Police,b) No,Home Town,Children in Care Team 2
4078768,a) Male,l) ABAN,2011-05-23 00:00:00,9.815195071868583,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 10,Children in Care Team 4
9678389,a) Male,a) WBRI,2013-07-24 00:00:00,7.644079397672827,2020-09-18 00:00:00,j) 3D: Health services,b) No,Home Town,Locality 3 Unit 1
13000977,a) Male,a) WBRI,2017-06-24 00:00:00,3.7262149212867897,2020-09-18 00:00:00,s) 8: Other,b) No,Home Town,Locality 4 Unit 2
1547396,a) Male,a) WBRI,2011-02-10 00:00:00,10.094455852156058,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 2,Locality 1 Unit 2
3995241,a) Male,a) WBRI,2020-10-04 00:00:00,0.4462696783025325,2020-09-18 00:00:00,e) 2A: Schools,b) No,Other Town 4,Children in Care Team 1
12997777,b) Female,m) AOTH,2011-02-10 00:00:00,10.094455852156058,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 4,Children in Care Team 4
2172256,b) Female,a) WBRI,2013-08-07 00:00:00,7.605749486652978,2020-09-18 00:00:00,e) 2A: Schools,b) No,Other Town 5,Children in Care Team 4
14483211,b) Female,a) WBRI,2012-10-13 00:00:00,8.421629021218344,2020-09-18 00:00:00,r) 7: Other legal agency,b) No,Other Town 11,Locality 4 Unit 1
3191619,a) Male,k) APKN,2006-01-31 00:00:00,15.121149897330595,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 11,Locality 4 Unit 1
348153,b) Female,a) WBRI,2014-05-14 00:00:00,6.839151266255989,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 15,Children in Care Team 3
13516553,a) Male,a) WBRI,2016-11-20 00:00:00,4.317590691307323,2020-09-18 00:00:00,r) 7: Other legal agency,b) No,#N/A,Locality 2 Unit 1
2533872,b) Female,a) WBRI,2007-04-21 00:00:00,13.902806297056811,2020-09-18 00:00:00,q) 6: Police,b) No,#N/A,Children in Care Team 1
8883906,b) Female,s) NOBT,2007-12-09 00:00:00,13.267624914442163,2020-09-18 00:00:00,j) 3D: Health services,b) No,Other Town 2,Children in Care Team 3
4722171,a) Male,a) WBRI,2012-04-01 00:00:00,8.955509924709103,2020-09-18 00:00:00,q) 6: Police,b) No,Other Town 2,Children in Care Team 3
11973626,b) Female,a) WBRI,2011-08-08 00:00:00,9.604380561259411,2020-09-18 00:00:00,k) 3E: Health services,b) No,Home Town,Locality 2 Unit 1
8407927,b) Female,a) WBRI,2002-10-22 00:00:00,18.39835728952772,2020-09-18 00:00:00,q) 6: Police,b) No,#N/A,Children in Care Team 3
3943525,a) Male,a) WBRI,2020-08-08 00:00:00,0.6023271731690623,2020-09-18 00:00:00,t) 9: Anonymous,b) No,Home Town,Children in Care Team 4
11263061,b) Female,a) WBRI,2010-07-26 00:00:00,10.639288158795345,2020-09-18 00:00:00,t) 9: Anonymous,,,
6844226,a) Male,a) WBRI,2015-09-16 00:00:00,5.49760438056126,2020-09-18 00:00:00,a) 1A: Individual,,,
15461524,a) Male,a) WBRI,2018-02-03 00:00:00,3.1129363449691994,2020-09-18 00:00:00,j) 3D: Health services,,,
12558920,a) Male,d) WOTH,2008-09-25 00:00:00,12.470910335386721,2020-09-19 00:00:00,j) 3D: Health services,,,
14159633,b) Female,a) WBRI,2020-05-28 00:00:00,0.7994524298425736,2020-09-19 00:00:00,q) 6: Police,,,
14154034,b) Female,g) MWBA,2020-06-05 00:00:00,0.7775496235455168,2020-09-19 00:00:00,q) 6: Police,,,
6907649,a) Male,s) NOBT,2007-01-20 00:00:00,14.151950718685832,2020-09-19 00:00:00,s) 8: Other,,,
10212978,a) Male,h) MWAS,2019-01-01 00:00:00,2.2039698836413417,2020-09-19 00:00:00,q) 6: Police,,,
13381133,b) Female,s) NOBT,2020-01-11 00:00:00,1.1772758384668036,2020-09-20 00:00:00,o) 5B: LA services,,,
8503150,b) Female,a) WBRI,2006-12-18 00:00:00,14.242299794661191,2020-09-20 00:00:00,r) 7: Other legal agency,,,
2442079,b) Female,a) WBRI,2010-09-05 00:00:00,10.52703627652293,2020-09-21 00:00:00,j) 3D: Health services,,,
221535,a) Male,j) AIND,2018-05-03 00:00:00,2.869267624914442,2020-09-21 00:00:00,e) 2A: Schools,,,
2438256,a) Male,a) WBRI,2015-06-20 00:00:00,5.738535249828884,2020-09-21 00:00:00,k) 3E: Health services,,,
6806933,a) Male,s) NOBT,2006-03-25 00:00:00,14.976043805612594,2020-09-21 00:00:00,r) 7: Other legal agency,,,
8997642,a) Male,a) WBRI,2013-02-13 00:00:00,8.084873374401095,2020-09-21 00:00:00,k) 3E: Health services,,,
507587,b) Female,a) WBRI,2013-12-17 00:00:00,7.24435318275154,2020-09-21 00:00:00,j) 3D: Health services,,,
2525239,b) Female,a) WBRI,2010-04-06 00:00:00,10.94318959616701,2020-09-21 00:00:00,j) 3D: Health services,,,
609923,b) Female,a) WBRI,2020-06-18 00:00:00,0.7419575633127995,2020-09-21 00:00:00,t) 9: Anonymous,,,
11045783,b) Female,m) AOTH,2006-09-05 00:00:00,14.52703627652293,2020-09-21 00:00:00,q) 6: Police,,,
16043365,b) Female,a) WBRI,2015-07-16 00:00:00,5.66735112936345,2020-09-21 00:00:00,q) 6: Police,,,
8510026,b) Female,a) WBRI,2018-01-03 00:00:00,3.1978097193702943,2020-09-21 00:00:00,e) 2A: Schools,,,
1028159,b) Female,a) WBRI,2015-08-12 00:00:00,5.593429158110883,2020-09-21 00:00:00,o) 5B: LA services,,,
11497175,b) Female,f) MWBC,2007-10-25 00:00:00,13.390828199863108,2020-09-21 00:00:00,o) 5B: LA services,,,
1052113,a) Male,a) WBRI,2008-07-15 00:00:00,12.668035592060233,2020-09-21 00:00:00,q) 6: Police,,,
6756075,a) Male,k) APKN,2018-08-15 00:00:00,2.5845311430527036,2020-09-21 00:00:00,q) 6: Police,,,
7981438,b) Female,a) WBRI,2003-04-12 00:00:00,17.927446954141,2020-09-21 00:00:00,t) 9: Anonymous,,,
